ok,external_id,type,name,winery_name,info,size,vintage,price,purchase_price,quantity,storage_area,internal_notes,visible,wine_id,matched_type,matched_name,matched_winery_name,score
True,558,RED,Blauburgunder Riserva Matán,Ansitz Pfitscher,,BOTTLE,2020,9000,2800,1,558,Glas Preis: 14.0,True,wine_01gzr4kt58d7getsnyf8992dzq,RED,Pinot Nero Riserva Matan,Pfitscher,40.569542
True,558,RED,Blauburgunder Riserva Matán,Ansitz Pfitscher,,BOTTLE,2021,9000,2800,2,558,Glas Preis: 14.0,False,wine_01gzr4kt58d7getsnyf8992dzq,RED,Pinot Nero Riserva Matan,Pfitscher,40.569542
True,56,,Benoit Lahaye GC Nature Brut nature,Benoit Lahaye,,BOTTLE,0,11000,4700,5,56,Glas Preis: 18.0,True,wine_01h4pmmgj1qeaw1kk02mr37dhb,SPARKLING,Brut Nature Champagne Grand Cru 'Bouzy',Benoît Lahaye,44.233097
True,560,RED,Blauburgunder Pigeno,Stroblhof,,BOTTLE,2021,6000,1800,2,560,Glas Preis: 10.0500.mü.M. Gärung,False,wine_01h0sq48z6q8r5v4193gt20j9e,RED,Blauburgunder Pigeno,Stroblhof,46.08817
True,560,RED,Blauburgunder Pigeno,Stroblhof,,BOTTLE,2020,6000,1800,1,560,Glas Preis: 10.0500.mü.M. Gärung,True,wine_01h0sq48z6q8r5v4193gt20j9e,RED,Blauburgunder Pigeno,Stroblhof,46.08817
True,561,RED,Blauburgunder Riserva,Stroblhof,,BOTTLE,2019,8800,2890,2,561,Glas Preis: 14.0500m.ü.M. Gärung,False,wine_01hawwczpn6ntqgqxrvmk812p9,RED,Riserva Blauburgunder,Stroblhof,40.700706
True,561,RED,Blauburgunder Riserva,Stroblhof,,BOTTLE,2018,8800,2890,1,561,Glas Preis: 14.0500m.ü.M. Gärung,True,wine_01hawwczpn6ntqgqxrvmk812p9,RED,Riserva Blauburgunder,Stroblhof,40.700706
True,562,RED,Blauburgunder Barthenau Vigna San Urbano,Hofstätter,,BOTTLE,2018,12000,4580,2,562,"Glas Preis: 20.0Gärung; 10 Tage mit 25% intakten Trauben und Umwälzung. Ausbau; 14 Monate in kleinen Eichenholzfässern, assamblage, 7 Monate im grossen Eichenholzfass, Abfüllung, 12 Monate Flaschenlagerung.",True,wine_01h0b4rjgpder3smhfakv2fcdv,RED,Blauburgunder Barthenau Vigna S. Urbano,J. Hofstätter,46.20006
True,562,RED,Blauburgunder Barthenau Vigna San Urbano,Hofstätter,,BOTTLE,2011,12000,4580,1,562,"Glas Preis: 20.0Gärung; 10 Tage mit 25% intakten Trauben und Umwälzung. Ausbau; 14 Monate in kleinen Eichenholzfässern, assamblage, 7 Monate im grossen Eichenholzfass, Abfüllung, 12 Monate Flaschenlagerung.",False,wine_01h0b4rjgpder3smhfakv2fcdv,RED,Blauburgunder Barthenau Vigna S. Urbano,J. Hofstätter,46.20006
True,562,RED,Blauburgunder Barthenau Vigna San Urbano,Hofstätter,,BOTTLE,2019,12000,4580,1,562,"Glas Preis: 20.0Gärung; 10 Tage mit 25% intakten Trauben und Umwälzung. Ausbau; 14 Monate in kleinen Eichenholzfässern, assamblage, 7 Monate im grossen Eichenholzfass, Abfüllung, 12 Monate Flaschenlagerung.",False,wine_01h0b4rjgpder3smhfakv2fcdv,RED,Blauburgunder Barthenau Vigna S. Urbano,J. Hofstätter,46.20006
True,566,RED,Blauburgunder Krafuss,Tenutae Lageder,,BOTTLE,2020,10300,3740,1,566,"Glas Preis: 17.0BIO, 450-520m.ü.M. Gärung; spntan ca. 14 Tage. Ausbau; 12 Monate teilweise im Edelstahl, teilweise in kleinen Holzfässern 225l, (franz.Eiche 1/3 neu)",True,wine_01h0my5rfefy2h5q290gf20cvj,RED,Pinot Noir Krafuss,Alois Lageder,31.425797
True,566,RED,Blauburgunder Krafuss,Tenutae Lageder,,BOTTLE,2022,10300,3740,2,566,"Glas Preis: 17.0BIO, 450-520m.ü.M. Gärung; spntan ca. 14 Tage. Ausbau; 12 Monate teilweise im Edelstahl, teilweise in kleinen Holzfässern 225l, (franz.Eiche 1/3 neu)",False,wine_01h0my5rfefy2h5q290gf20cvj,RED,Pinot Noir Krafuss,Alois Lageder,31.425795
True,567,RED,Blauburgunder Mason di Mason,Manincor,,BOTTLE,2019,13000,5900,1,567,"Glas Preis: 21.0400-450m.ü.M. Gärung; Holzbottich, spontan mit Traubeneigener Hefe. Mazeration 2 Wochen mit Untertauchen der Trester.Ausbau; 12 Monate im Barrique 25% neu, auf der Feinhefe.",True,wine_01gzr4ksk78jz57rmx7y4yqhqq,RED,Pinot Nero Mason di Mason Bio,Manincor,43.696167
True,567,RED,Blauburgunder Mason di Mason,Manincor,,BOTTLE,2020,13000,5900,2,567,"Glas Preis: 21.0400-450m.ü.M. Gärung; Holzbottich, spontan mit Traubeneigener Hefe. Mazeration 2 Wochen mit Untertauchen der Trester.Ausbau; 12 Monate im Barrique 25% neu, auf der Feinhefe.",False,wine_01gzr4ksk78jz57rmx7y4yqhqq,RED,Pinot Nero Mason di Mason Bio,Manincor,43.696167
True,57,,Benoit Lahaye Nature Grand Violaine Brut nature,Benoit Lahaye,,BOTTLE,2018,17400,7900,2,57,Glas Preis: 28.0,True,wine_01h0sq48ffqg2mrmbrq6821v89,SPARKLING,Brut Nature Champagne Grand Cru 'Bouzy',Benoît Lahaye,47.182053
True,571,RED,Blauburgunder Riserva,Laimburg,,BOTTLE,2021,4700,1360,2,571,Glas Preis: 7.0350-550m.ü.M. Holz ausbau für 15 Monate,False,wine_01h0qzm2twdfh1mvcf7za2x5qy,RED,Blauburgunder Riserva,Laimburg,37.525257
True,571,RED,Blauburgunder Riserva,Laimburg,,BOTTLE,2020,4700,1360,1,571,Glas Preis: 7.0350-550m.ü.M. Holz ausbau für 15 Monate,True,wine_01h0qzm2twdfh1mvcf7za2x5qy,RED,Blauburgunder Riserva,Laimburg,37.525253
True,572,RED,Blauburgunder Riserva Abtei,Muri Gries,,BOTTLE,2020,6200,1860,3,572,"Glas Preis: 10.0500-600m.ü.M. Gärung; edelstahl. Ausbau; BSA, 12 Monate in kleinen Holzfässern.",True,wine_01h4pmmfh8s0thnkx7w0kka512,RED,Blauburgunder Riserva,Muri Gries,48.806435
True,573,RED,Blauburgunder Riserva Monticol,Kellerei Terlan,,BOTTLE,2018,6700,2030,1,573,"Glas Preis: 11.0450-760m.ü.M. Handlese. Gärung; Edelstahltank. Ausbau; BSA, 12 Monate 50% in grossen Holz, 50% in Barrique(1/3neu). 3 Monate Flaschenlagerung.",True,wine_01gzr4ksn5agw365140he6yvs3,RED,Pinot Noir Riserva Monticol,Kellerei Terlan / Cantina Terlano,50.23397
True,573,RED,Blauburgunder Riserva Monticol,Kellerei Terlan,,BOTTLE,2021,6700,2030,1,573,"Glas Preis: 11.0450-760m.ü.M. Handlese. Gärung; Edelstahltank. Ausbau; BSA, 12 Monate 50% in grossen Holz, 50% in Barrique(1/3neu). 3 Monate Flaschenlagerung.",False,wine_01gzr4ksn5agw365140he6yvs3,RED,Pinot Noir Riserva Monticol,Kellerei Terlan / Cantina Terlano,50.233974
True,573,RED,Blauburgunder Riserva Monticol,Kellerei Terlan,,BOTTLE,2020,6700,2030,1,573,"Glas Preis: 11.0450-760m.ü.M. Handlese. Gärung; Edelstahltank. Ausbau; BSA, 12 Monate 50% in grossen Holz, 50% in Barrique(1/3neu). 3 Monate Flaschenlagerung.",False,wine_01gzr4ksn5agw365140he6yvs3,RED,Pinot Noir Riserva Monticol,Kellerei Terlan / Cantina Terlano,50.233974
True,573,RED,Blauburgunder Riserva Monticol,Kellerei Terlan,,BOTTLE,2016,6700,2030,1,573,"Glas Preis: 11.0450-760m.ü.M. Handlese. Gärung; Edelstahltank. Ausbau; BSA, 12 Monate 50% in grossen Holz, 50% in Barrique(1/3neu). 3 Monate Flaschenlagerung.",False,wine_01gzr4ksn5agw365140he6yvs3,RED,Pinot Noir Riserva Monticol,Kellerei Terlan / Cantina Terlano,50.233974
True,574,RED,Blauburgunder Saltner,Kellerei Kaltern,,BOTTLE,2017,4600,1320,1,574,"Glas Preis: 7.0400-500m.ü.M. Gärung; Holzgärbottich, 2 wöchige Mazeration. Ausbau; BSA; 12 Monate im Tonneau.",True,wine_01gzr4ksdgz77serjjy0qk8rht,RED,Saltner Pinot Nero Riserva,Kaltern,31.708395
True,574,RED,Blauburgunder Saltner,Kellerei Kaltern,,BOTTLE,2021,4600,1320,2,574,"Glas Preis: 7.0400-500m.ü.M. Gärung; Holzgärbottich, 2 wöchige Mazeration. Ausbau; BSA; 12 Monate im Tonneau.",False,wine_01gzr4ksdgz77serjjy0qk8rht,RED,Saltner Pinot Nero Riserva,Kaltern,31.708391
True,575,RED,Blauburgunder Sanct Valentin,St. Michael Eppan,,BOTTLE,2020,8500,2650,2,575,Glas Preis: 14.0,True,wine_01gzr4ksmwhbcdak4ythj1qxp6,RED,Cabernet Sanct Valentin,St. Michael-Eppan,52.044514
True,575,RED,Blauburgunder Sanct Valentin,St. Michael Eppan,,BOTTLE,2021,8500,2650,1,575,Glas Preis: 14.0,False,wine_01gzr4ksn1kzs5m746rwx8xh35,RED,Cabernet Sanct Valentin,St. Michael-Eppan,52.044514
True,577,RED,Blauburgunder Turmhof,Tiefenbrunner,,BOTTLE,2021,5100,1500,3,577,"Glas Preis: 8.0450-550m.ü.M. Gärung; Edelstahltank. Ausbau; BSA, 8 Monate in grossen und kleinen Eichenfässern",True,wine_01h0sq47v1qksg5tqcwjgsp153,RED,Turmhof Blauburgunder,Tiefenbrunner,45.093178
True,579,RED,Dona Noir,Hartmann Donà,,BOTTLE,2015,11400,5200,3,579,Glas Preis: 19.0Gärung,True,wine_01h0qzm1v5rk7a80zrkkerg6kf,RED,Donà Noir,Hartmann Donà,44.75856
True,58,,"Lacourte-Godbillon ""Terroirs d'Eceuil"" 1er Cru Extra Brut",Lacourte-Godbillon,,BOTTLE,0,10700,3900,3,58,,True,wine_01hawwcxe6t3q7h1xdf0nbpz9s,SPARKLING,Terroirs d'Ecueil Champagne Premier Cru,Lacourte-Godbillon,59.345238
True,584,RED,Vinschgau Blauburgunder Sonnenberg,Kellerei Meran,,BOTTLE,2011,3300,800,2,584,Glas Preis: 5.0,True,wine_01h0r2pq1mme1g80nm4fwcj7ra,RED,Blauburgunder Vinschgau,Kellerei Meran,53.297756
True,584,RED,Vinschgau Blauburgunder Sonnenberg,Kellerei Meran,,BOTTLE,2012,3300,800,1,584,Glas Preis: 5.0,False,wine_01h0r2pq1mme1g80nm4fwcj7ra,RED,Blauburgunder Vinschgau,Kellerei Meran,53.29776
True,585,RED,Blauburgunder Bachgart,Hemberg - Klaus Lentsch,,BOTTLE,2011,4000,1019,2,585,"Glas Preis: 6.0400-600m.ü.M. Gärung; im Holz für ca. 2 Wochen. Ausbau; 20 Monate Barrique mit BSA, einige Monate Flaschenlagerung.",True,wine_01h0sq474awp5s5pf8knfag6dh,RED,Bachgart Blauburgunder,Klaus Lentsch,57.626694
True,586,RED,Blauburgunder Panigl,Klosterhof,,BOTTLE,2012,4800,1400,2,586,"Glas Preis: 8.0Gärung; spontan im offenen Holzbottich. Ausbau; BSA, Barrique",True,wine_01hcw4dg37qywf1pxa757gzzvb,RED,Panigl Blauburgunder,Klosterhof,39.590755
True,587,RED,Blauburgunder Schwarze Madonna,Klosterhof,,BOTTLE,2019,6200,1850,3,587,Glas Preis: 10.0,True,wine_01h0r2ppgh5n5xvsmz8m7q4793,RED,Pinot Noir Schwarze Madonna,Klosterhof,36.152462
True,588,RED,Blauburgunder Riserva Linticlarus,Tiefenbrunner,,BOTTLE,2020,8000,2900,4,588,"Glas Preis: 13.0400-500m.ü.M. Gärung; Edelstahltank. Ausbau; BSA, 12 Monate im EichenBarrique. 6 Monate grosses Holzfass. 1 Jahr Flaschenlagerung.",True,wine_01h0sq47vfjex7ec5r6bex9nm6,RED,Linticlarus Cuvée Linticlarus,Tiefenbrunner,41.59117
True,589,RED,Blauburgunder Ludwig,Elena Walch,,BOTTLE,2018,8800,2750,1,589,Glas Preis: 14.0550-600m.ü.M. Gärung,True,wine_01gzr4kt163y4xhj4xhmpssq3w,RED,Pinot Nero Ludwig,Elena Walch,48.568356
True,589,RED,Blauburgunder Ludwig,Elena Walch,,BOTTLE,2020,8800,2750,2,589,Glas Preis: 14.0550-600m.ü.M. Gärung,False,wine_01gzr4kt163y4xhj4xhmpssq3w,RED,Pinot Nero Ludwig,Elena Walch,48.568356
True,59,,"Benoit Lahaye ""Le Jardin de la Grosse Pierre"" Brut nature",Benoit Lahaye,,BOTTLE,2018,18500,8400,1,59,Glas Preis: 30.0,True,wine_01h0f3cmbb1y33sawps1bpvrb9,SPARKLING,Le Jardin de la Grosse Pierre Champagne Grand Cru 'Bouzy',Benoît Lahaye,52.42942
True,596,RED,Merlot Riserva Siebeneich,Schreckbichl Colterenzio,,BOTTLE,2021,5400,1590,3,596,"Glas Preis: 8.0Gärung; Edelstahltank, mit Umwälzen der Maische. Ausbau; 17§ in Barrique, 2/3 in 35hl Holzfässern für 18 Monate. 12 Monate Flaschenreifung.",True,wine_01gzr4kt49gx3e29tj6x388br0,RED,Merlot Riserva Siebeneich,Colterenzio (Schreckbichl),57.172558
True,6,,Arunda Riserva Millesimato Extra Brut,Arunda Vivaldi,,BOTTLE,2016,8100,2500,2,6,Glas Preis: 13.0,True,wine_01h0my5rqpq82e8r9txsw129tq,SPARKLING,Riserva Extra Brut,Arunda,37.82579
True,6,,Arunda Riserva Millesimato Extra Brut,Arunda Vivaldi,,BOTTLE,2017,8100,2500,1,6,Glas Preis: 13.0,False,wine_01h0my5rqpq82e8r9txsw129tq,SPARKLING,Riserva Extra Brut,Arunda,37.82581
True,60,,Dom Perignon Brut,Moet & Chandon,,BOTTLE,2012,49000,24990,2,60,Glas Preis: 81.0,True,wine_01gzr4ksd1q5hvwrcr5dxtbzer,SPARKLING,Brut Rosé Champagne,Moët & Chandon,33.42349
True,600,RED,Merlot Brenntal,Kellerei Kurtatsch,,BOTTLE,2020,9400,3400,3,600,Glas Preis: 15.0Gärung,True,wine_01h0qzm1v03g64rzcatxnbg9f8,RED,Merlot Riserva Brenntal,Cantina Kurtatsch,35.272972
True,604,RED,Merlot Riserva Siebeneich,Kellerei Bozen,,BOTTLE,2019,7500,2300,2,604,Glas Preis: 12.0Gärung,True,wine_01h0my5rkpg4py5d7tbkjynb34,RED,Merlot Riserva Siebeneich,Kellerei Bozen / Cantina Bolzano,42.117123
True,604,RED,Merlot Riserva Siebeneich,Kellerei Bozen,,BOTTLE,2020,7500,2300,1,604,Glas Preis: 12.0Gärung,False,wine_01h0my5rkpg4py5d7tbkjynb34,RED,Merlot Riserva Siebeneich,Kellerei Bozen / Cantina Bolzano,42.11712
True,607,RED,Merlot MCM BIO,Tenutae Lageder,,BOTTLE,2019,9500,3450,2,607,"Glas Preis: 15.0230m.ü.M. Gärung, spontan ca 15 Tage mit BSA im Edelstahltank. Ausbau; 18 Monate in kleinen franz. EichenBarrque 1/3 neu.",True,wine_01h0my5rfe2z4q0kxzq0wqcjqf,RED,MCM Merlot,Alois Lageder,34.481926
True,607,RED,Merlot MCM BIO,Tenutae Lageder,,BOTTLE,2020,9500,3450,1,607,"Glas Preis: 15.0230m.ü.M. Gärung, spontan ca 15 Tage mit BSA im Edelstahltank. Ausbau; 18 Monate in kleinen franz. EichenBarrque 1/3 neu.",False,wine_01h0my5rfe2z4q0kxzq0wqcjqf,RED,MCM Merlot,Alois Lageder,34.481926
True,61,,Billecart-Salmon Brut Réserve Brut,Billecart-Salmon,,BOTTLE,0,12400,4500,2,61,Glas Preis: 20.0,True,wine_01gzr4ks64rxrjyjxd4za3j27p,SPARKLING,Cuvée Nicolas François Billecart Brut Champagne,Billecart-Salmon,50.50985
True,612,RED,Merlot Villa Karneid,Castelfeder,,BOTTLE,2013,3300,795,1,612,Glas Preis: 5.0Gärung,False,wine_01h0qsxmwgp7ep92fgwxw4bnay,RED,Villa Karneid Merlot,Castelfeder,42.671642
True,612,RED,Merlot Villa Karneid,Castelfeder,,BOTTLE,2011,3300,795,1,612,Glas Preis: 5.0Gärung,True,wine_01h0qsxmwgp7ep92fgwxw4bnay,RED,Villa Karneid Merlot,Castelfeder,42.671642
True,613,RED,Merlot Calldiv,von Braunbach,,BOTTLE,2012,4000,1000,1,613,Glas Preis: 6.0,False,wine_01h0my5t0wy7h7m11rbrffpaxg,RED,Calldiv Merlot,Von Braunbach,54.353565
True,613,RED,Merlot Calldiv,von Braunbach,,BOTTLE,2011,4000,1000,1,613,Glas Preis: 6.0,True,wine_01h0my5t0wy7h7m11rbrffpaxg,RED,Calldiv Merlot,Von Braunbach,54.35356
True,614,RED,Merlot Freiherr,Kellerei Meran,,BOTTLE,2011,5400,1600,2,614,Glas Preis: 9.0330m.ü.M. Gärung,True,wine_01h0r2pq1mqz8cetfkw8ay0bcv,RED,Freiherr Merlot,Kellerei Meran,49.9628
True,616,RED,Merlot Nussleiten,Salegg,,BOTTLE,2019,9500,3450,2,616,Glas Preis: 15.0230m.ü.M. Gärung,True,wine_01h0qsxmw60741s5xf8a7g1yv2,RED,Merlot Nussleiten,Castel Sallegg,37.355556
True,617,RED,Merlot Raut,Waldthaler,,BOTTLE,2014,7700,2360,1,617,Glas Preis: 12.0,True,wine_01gzr4ktrcyqz357dqpw3zw6m6,RED,Raut Merlot,Clemens Waldthaler,34.11626
True,618,RED,Merlot Mühlweg,Weingut Niedrist,,BOTTLE,2012,7900,2440,1,618,Glas Preis: 13.0400m.ü.M. Gärung,True,wine_01gzr4ksnhkt8065fe1wvzsq04,RED,Südtiroler Mühlweg Merlot,Ignaz Niedrist,37.34346
True,618,RED,Merlot Mühlweg,Weingut Niedrist,,BOTTLE,2019,7900,2440,2,618,Glas Preis: 13.0400m.ü.M. Gärung,False,wine_01gzr4ksnhkt8065fe1wvzsq04,RED,Südtiroler Mühlweg Merlot,Ignaz Niedrist,37.34346
True,62,,Billecart-Salmon Rosé Brut,Billecart-Salmon,,BOTTLE,0,15800,7200,3,62,Glas Preis: 26.0,True,wine_01gzr4ks64dqbkc15f7qg7p30e,SPARKLING,Cuvée Nicolas François Billecart Brut Champagne,Billecart-Salmon,48.32247
True,625,RED,Cabernet Sauvignon Lafoa,Schreckbichl Colterenzio,,BOTTLE,2022,12100,5500,2,625,"Glas Preis: 20.0430m.ü.M. Gärung; Maischgärng für 10 Tage mit Umwälzung, Mazeration für 10-14 Tage. Ausbau; neue & gebrauchte Barique mit BSA, 18 Monate mit mehrmaligem ""umziehen"". Grobfiltration",True,wine_01gzr4kt49mdefg96fmbcyrs5r,RED,Lafóa Cabernet Sauvignon,Colterenzio (Schreckbichl),54.457806
True,628,RED,Cabernet Riserva Pfarrhof,Kellerei Kaltern,,BOTTLE,2010,7800,1789,1,628,"Glas Preis: 13.0Gärung; Maischgärung im Holzbottich, 4 wöchige Mazeration, BSA. Ausbau; 18 Monate im Barrique 50%neu. Leichte Filtration",True,wine_01gzr4ksdjcpxgb00k9375fr37,RED,Pinot Nero Riserva Pfarrhof,Kaltern,38.978806
True,632,RED,Löwengang Uvaggio Storico,Tenutae Lageder,,BOTTLE,2019,12700,5790,3,632,"Glas Preis: 21.0BIO, 230-330m.ü.M. als Traubenverschnitt gekeltert. Gärung; spontane Maischgärung für 15 Tage, BSA im Stahltank. Ausbau; kleine Holzfässer 225l franz. Eiche 1/3neu.",True,wine_01h0my5rfejq2g6z65cee2taqq,RED,Löwengang Uvaggio Storico,Alois Lageder,50.994343
True,635,RED,Cabernet Cor Römigberg,Tenutae Lageder,,BOTTLE,2008,12000,5225,4,635,"Glas Preis: 20.0BIO, 250-330m.ü.M. Gärung; spontane Maischegärung für 15 Tage, BSA im Stahltank. Ausbau; 18 Monate in franz. Eiche von 150 & 225l, 1/2 Neu.",True,wine_01h0my5rfe8mfk2wp94pty52ax,RED,Römigberg COR Bio,Alois Lageder,36.536037
True,637,RED,Cabernet Cor Römigberg,Tenutae Lageder,,BOTTLE,2004,13000,4200,0,637,Glas Preis: 21.0,False,wine_01h0my5rfe8mfk2wp94pty52ax,RED,Römigberg COR Bio,Alois Lageder,36.536037
True,64,,"""Latitude"" Extra Brut",Larmandier-Bernier,,BOTTLE,0,12100,4800,6,64,Glas Preis: 20.0,True,wine_01gzr4ktqd01dh5ccgq479h0k5,SPARKLING,Champagne Latitude Extra Brut,Larmandier-Bernier,54.081165
True,640,RED,Cabernet Riserva Burgum Novum,Castelfeder,,BOTTLE,2016,5100,1490,1,640,"Glas Preis: 8.0Gärung; Umpumpen des Mostes1x täglich, für die intakthaltung mit den Schalen. BSA. Ausbau; 15 Monate in kleinen Barrique 50% neu. Schonenden Eiweissklärung. Flaschenlagerung 6 Monate.",False,wine_01h0qsxmwg79xzschkfcxdae1f,RED,Burgum Novum Cabernet Riserva,Castelfeder,47.385765
True,640,RED,Cabernet Riserva Burgum Novum,Castelfeder,,BOTTLE,2012,5100,1490,2,640,"Glas Preis: 8.0Gärung; Umpumpen des Mostes1x täglich, für die intakthaltung mit den Schalen. BSA. Ausbau; 15 Monate in kleinen Barrique 50% neu. Schonenden Eiweissklärung. Flaschenlagerung 6 Monate.",True,wine_01h0qsxmwg79xzschkfcxdae1f,RED,Burgum Novum Cabernet Riserva,Castelfeder,47.385765
True,641,RED,Cabernet Riserva Kampill,Unterganzner,,BOTTLE,2016,6200,1850,0,641,"Glas Preis: 10.0Gärung; Maischekontakt von 10 Tagen, Edelstahltank. Ausbau; BSA, 1-18 Monate in franz. EichenBarrique 50%neu.",True,wine_01j8jhfgrymq4ke08jn7g7xhec,RED,Cabernet Riserva,Erbhof Unterganzner,30.026575
True,641,RED,Cabernet Riserva Kampill,Unterganzner,,BOTTLE,2019,6200,1850,2,641,"Glas Preis: 10.0Gärung; Maischekontakt von 10 Tagen, Edelstahltank. Ausbau; BSA, 1-18 Monate in franz. EichenBarrique 50%neu.",False,wine_01j8jhfgrymq4ke08jn7g7xhec,RED,Cabernet Riserva,Erbhof Unterganzner,30.026577
True,644,RED,Cabernet Riserva Kirchhügel,Kellerei Kurtatsch,,BOTTLE,2011,3700,930,1,644,"Glas Preis: 6.0Gärung; Rotortank. Ausbau; 14 Monate Barrique, danach im grossen Holzfass",True,wine_01h0my5rkmj3ae03131n9q396b,RED,Kirchhügel Cabernet Riserva,Cantina Kurtatsch,39.539944
True,644,RED,Cabernet Riserva Kirchhügel,Kellerei Kurtatsch,,BOTTLE,2012,3700,930,1,644,"Glas Preis: 6.0Gärung; Rotortank. Ausbau; 14 Monate Barrique, danach im grossen Holzfass",False,wine_01h0my5rkmj3ae03131n9q396b,RED,Kirchhügel Cabernet Riserva,Cantina Kurtatsch,39.53994
True,645,RED,Cabernet Freienfeld,Kellerei Kurtatsch,,BOTTLE,2017,11000,3990,1,645,"Glas Preis: 18.0Gärung; Rotortank. Ausbau; 50%neu, 50% 2-4 Jahre alten Barrique für 14 Moante. Assemblage im grossen Holzfass. Lange Flaschenlagerung.",True,wine_01h0my5taba4343xsgeg0ynjt2,RED,Freienfeld Cabernet Sauvignon,Cantina Kurtatsch,34.944157
True,645,RED,Cabernet Freienfeld,Kellerei Kurtatsch,,BOTTLE,2020,11000,3990,2,645,"Glas Preis: 18.0Gärung; Rotortank. Ausbau; 50%neu, 50% 2-4 Jahre alten Barrique für 14 Moante. Assemblage im grossen Holzfass. Lange Flaschenlagerung.",False,wine_01h0my5taba4343xsgeg0ynjt2,RED,Freienfeld Cabernet Sauvignon,Cantina Kurtatsch,34.944153
True,65,,"""Longitude"" 1er Cru Extra Brut",Larmandier-Bernier,,BOTTLE,0,14300,6500,7,65,Glas Preis: 23.0,True,wine_01gzr4ktqd689j5znds22mzw1x,SPARKLING,Champagne Blanc de Blancs Premier Cru Longitude Extra Brut,Larmandier-Bernier,52.332172
True,654,RED,Cabernet Franc Amistar,Peter Sölva & Söhne,,BOTTLE,2020,10400,3790,1,654,"Glas Preis: 17.0Gärug; Edelstahltank. Ausbau; BSA, 1 Jahr in Barrique 1/3neu",True,wine_01h0my5rh4e1yqgxavtr8dypt8,RED,Amistar Cabernet Franc,Peter Sölva,49.30496
True,654,RED,Cabernet Franc Amistar,Peter Sölva & Söhne,,BOTTLE,2016,10400,3790,1,654,"Glas Preis: 17.0Gärug; Edelstahltank. Ausbau; BSA, 1 Jahr in Barrique 1/3neu",False,wine_01h0my5rh4e1yqgxavtr8dypt8,RED,Amistar Cabernet Franc,Peter Sölva,49.30496
True,656,RED,Cabernet Istrice,Elena Walch,,BOTTLE,2019,6000,1789,1,656,Glas Preis: 9.0400m.ü.M. Gärung,False,wine_01gzr4kt16820wjbdg9fbdw024,RED,Cabernet Istrice,Elena Walch,52.036835
True,656,RED,Cabernet Istrice,Elena Walch,,BOTTLE,2022,6000,1789,2,656,Glas Preis: 9.0400m.ü.M. Gärung,False,wine_01gzr4kt16820wjbdg9fbdw024,RED,Cabernet Istrice,Elena Walch,52.036835
True,656,RED,Cabernet Istrice,Elena Walch,,BOTTLE,2018,6000,1789,2,656,Glas Preis: 9.0400m.ü.M. Gärung,True,wine_01gzr4kt16820wjbdg9fbdw024,RED,Cabernet Istrice,Elena Walch,52.03683
True,657,RED,Cabernet Riserva Ringberg,Elena Walch,,BOTTLE,2018,8900,3229,2,657,Glas Preis: 14.0350m.ü.M. Gärung,True,wine_01gzr4kt16y83ba9q9yymzgvav,RED,Lagrein Riserva Vigna Castel Ringberg,Elena Walch,49.8744
True,657,RED,Cabernet Riserva Ringberg,Elena Walch,,BOTTLE,2021,8900,3229,1,657,Glas Preis: 14.0350m.ü.M. Gärung,False,wine_01gzr4kt16y83ba9q9yymzgvav,RED,Lagrein Riserva Vigna Castel Ringberg,Elena Walch,49.874397
True,658,RED,Cabernet Mumelter,Kellerei Bozen,,BOTTLE,2017,8100,2500,3,658,Glas Preis: 13.0330m.ü.M. Gärung,True,wine_01h0my5rkjxv0saw84ah1f6jhb,RED,Cabernet Riserva Mumelter,Kellerei Bozen / Cantina Bolzano,38.255684
True,659,RED,Cabernet Riserva Siemegg,Kellerei Terlan,,BOTTLE,2012,4200,1084,1,659,"Glas Preis: 7.0250-399m.ü.M. Handlese. Gärung; Edelstahltank mit Maischebewegung. Ausbau; BA, 12 Monate 70% grossen Holzfass, 30% in Barrique 1/3neu. Assemblage 3 Monate vor der Flaschenabfüllung.",True,wine_01gzr4ksn5np2esky2cq85rhj8,RED,Cabernet Riserva Siemegg,Kellerei Terlan / Cantina Terlano,53.304417
True,66,,"""Terre de Vertus"" 1er Cru Pas Dosé",Larmandier-Bernier,,BOTTLE,2016,17400,7900,4,66,Glas Preis: 28.0,True,wine_01gzr4kszz1tbmd7vy0qtsys35,SPARKLING,Terre de Vertus Champagne Premier Cru,Larmandier-Bernier,55.32935
True,660,RED,Cabernet Raut,Waldthaler,,BOTTLE,2009,6900,2110,2,660,Glas Preis: 11.0,True,wine_01gzr4ktrce1zyywak7av03z0v,RED,Raut Cabernet,Clemens Waldthaler,33.43328
True,661,RED,Barleith,Tröpfltalhof,,BOTTLE,2020,10400,3790,3,661,"Glas Preis: 17.0Gärung; spontan in der Tonamphore, 8 wochen auf der Schale. Ausbau; 1 Jahr im Eichenfass, dann zurück in die Amphore.",True,wine_01harvcmmjby94bk4zjbdfcghx,RED,Barleith,Tröpfltalhof,47.54492
True,667,RED,Lagrein Riserva Weingarten Klosteranger,Abtei Muri,,BOTTLE,2018,11400,5200,3,667,Glas Preis: 19.0,True,wine_01h4pmmfh93j1t0fkgezz7fazr,RED,Lagrein Riserva Weingarten Klosteranger,Muri-Gries,48.805645
